Micro Citation,Micro Citation Name,Macro Citation,Macro Citation Name,Social Harm,# Charges (Grand Total),% All Charges (For Any Offense),% Charges by Race (Black),% Charges by Race (White),% Charges by Race (Hispanic),% Charges by Race (Asian),% Charges by Race (Native American),% Charges by Race (Native Hawiian or Pacific Islander),% Charges by Race (Other),% Charges by Race (Unknown),% Charges by Race (Missing Data),% Charges by Gender (Male),% Charges by Gender (Female),% Charges by Gender (Missing Data),% Charges Attempted,% Charges Enhanced (Any),% Charges Enhanced (Armed),% Charges Enhanced (not Armed),% Charges Diverted,% Charges Deferred,% Charges with Conspiracy Charge in Case,% Charges with a Crime of Violence in Case,% Charges with Conviction in Case for Any Charge,% Charges Resulting in Convictions,# Convictions (Grand Total),% All Convictions (For Any Offense),% Convictions by Race (Black),% Convictions by Race (White),% Convictions by Race (Hispanic),% Convictions by Race (Asian),% Convictions by Race (Native American),% Convictions by Race (Native Hawiian or Pacific Islander),% Convictions by Race (Other),% Convictions by Race (Unknown),% Convictions by Race (Missing Data),% Convictions by Gender (Male),% Convictions by Gender (Female),% Convictions by Gender (Missing Data),% Convictions by Guilty Plea,% Convictions Attempted,% Convictions Enhanced (Any),% Convictions Enhanced (Armed),% Convictions Enhanced (not Armed),% Convictions with Conspiracy Charge in Case,% Convictions with a Crime of Violence in Case,% Convictions to Serve Consecutively to Any Other Conviction by Defendant [in conviction group],% Convictions that are Only Conviction of Defendant in Conviction Group,% Convictions with more than one conviction of Defendant with No Consecutive Service in Conviction Group,% Convictions with Time Served Sentence,% Convictions with Life Sentence,(All) Total Months Sentenced to Confinement 0%.0%25 quantile,(All) Total Months Sentenced to Confinement 0%.0%5 quantile,(All) Total Months Sentenced to Confinement 0%.1 quantile,(All) Total Months Sentenced to Confinement 0%.25 quantile,(All) Total Months Sentenced to Confinement 0%.5 quantile,(All) Total Months Sentenced to Confinement 0%.75 quantile,(All) Total Months Sentenced to Confinement 0%.9 quantile,(All) Total Months Sentenced to Confinement 0%.95 quantile,(All) Total Months Sentenced to Confinement 0%.975 quantile,(All) Total Months Actually to Serve 0%.0%25 quantile,(All) Total Months Actually to Serve 0%.0%5 quantile,(All) Total Months Actually to Serve 0%.1 quantile,(All) Total Months Actually to Serve 0%.25 quantile,(All) Total Months Actually to Serve 0%.5 quantile,(All) Total Months Actually to Serve 0%.75 quantile,(All) Total Months Actually to Serve 0%.9 quantile,(All) Total Months Actually to Serve 0%.95 quantile,(All) Total Months Actually to Serve 0%.975 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.0%25 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.0%5 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.1 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.25 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.5 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.75 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.9 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.95 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.975 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.0%25 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.0%5 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.1 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.25 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.5 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.75 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.9 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.95 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.975 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.0%25 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.0%5 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.1 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.25 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.5 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.75 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.9 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.95 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.975 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.0%25 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.0%5 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.1 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.25 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.5 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.75 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.9 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.95 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.975 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.0%25 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.0%5 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.1 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.25 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.5 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.75 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.9 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.95 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.975 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.0%25 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.0%5 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.1 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.25 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.5 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.75 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.9 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.95 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.975 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.0%25 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.0%5 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.1 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.25 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.5 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.75 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.9 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.95 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.975 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.0%25 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.0%5 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.1 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.25 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.5 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.75 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.9 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.95 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.975 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.0%25 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.0%5 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.1 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.25 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.5 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.75 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.9 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.95 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.975 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.0%25 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.0%5 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.1 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.25 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.5 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.75 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.9 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.95 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.975 quantile,% Time to Serve for All Offenses,% Time Imposed for All Offenses,% Time to Serve Modulated to Account for Concurrent Sentences,% Time Imposed Modulated to Account for Concurrent Sentences
22DC1810,"Assault With Intent to Kill, Rob, Commit Sexual Abuse (First Degree Sexual Abuse by Force)",22DC1810,Threatening to Kidnap or Injure a Person,PERSON,70,0.4,88.6,< 25,0,0,0,0,0,< 25,< 25,87.1,< 25,0,< 25,< 25,0,< 25,0,< 25,< 25,48.6,64.3,12.9,< 20,0.2,> 75 ,< 25,0,0,0,0,0,0,0,> 75 ,< 25,0,> 75 ,< 25,< 25,0,< 25,0,< 75,< 50,< 25,< 50,0,0,0,0,0,0.3,12,24.3,64.8,122.4,151.2,0,0,0,0,0,13,55.5,117.7,148.9,36,36,36,36,36,36,36,36,36,13,13,13,13,13,13,13,13,13,0,0,0,0.2,12,24.2,86.6,133.3,156.6,0,0,0,0,0,15.2,86.6,133.3,156.6,24.9,25.5,26.7,30.2,36,108,151.2,165.6,172.8,13.6,14.1,15.3,18.7,24.3,102.2,148.9,164.4,172.2,0.6,1.2,2.4,6,12,18,21.6,22.8,23.4,0.2,0.3,0.6,1.5,3,4.5,5.4,5.7,5.8,0,0,0.1,0.2,3.2,7.5,10.2,11.1,11.5,0,0,0,0,0,0,0,0,0,0.6,0.5,0.7,0.7
22DC722(a)(6),"Assault With Intent to Kill, Rob, Commit Sexual Abuse (Robbery)",22DC722,Obstructing Justice,GOVERNMENT,21,0.1,< 75,< 25,0,0,0,0,0,0,< 25,> 75 ,< 25,< 25,< 25,< 25,0,< 25,< 25,0,< 50,< 75,> 75 ,19.0,< 20,0.1,< 50,< 75,0,0,0,0,0,0,< 50,> 75 ,0,0,< 75,< 50,0,0,0,0,< 75,< 75,< 75,0,< 50,0,36,36,36,36,36,78,103.2,111.6,115.8,36,36,36,36,36,78,103.2,111.6,115.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,36,36,78,103.2,111.6,115.8,36,36,36,36,36,78,103.2,111.6,115.8,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,3,6,12,30,60,90,108,114,117,3,6,12,30,60,90,108,114,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0.6,0.6
22DC1211(a)(1)(C),"Assault With Intent to Kill, Rob, Commit Sexual Abuse (Third Degree Sexual Abuse)",22DC1211,Tampering with a Detection Device,GOVERNMENT,85,0.5,95.3,< 25,0,0,0,0,0,0,0,89.4,< 25,0,0,0,0,0,0,0,0,< 25,55.3,50.6,43,0.8,100.0,0,0,0,0,0,0,0,0,88.4,< 25,0,95.3,0,0,0,0,0,0,0,97.7,< 25,79.1,0,0,0,0,0.2,1,1,38.4,109.2,144.6,0,0,0,0,0,0.2,12.8,36.4,48.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,1,38.4,109.2,144.6,0,0,0,0,0,0.2,12.8,36.4,48.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1,3,0,0,0,0,0,0,0,0,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2,0.3,0.2,0.2
22DC722(a)(2)(A),"Assault With Intent to Kill, Rob, Commit Sexual Abuse (Third Degree Sexual Abuse)",22DC722,Obstructing Justice,GOVERNMENT,21,0.1,> 75 ,< 25,0,0,0,0,0,0,< 25,> 75 ,< 25,< 25,0,< 25,0,< 25,< 25,0,< 25,< 75,< 75,33.3,< 20,0.1,> 75 ,0,0,0,0,0,0,0,< 25,> 75 ,0,< 25,> 75 ,0,0,0,0,< 25,> 75 ,< 50,< 50,< 50,0,0,10.5,15,24,36,60,66,91.2,105.6,112.8,0,0,0,12,36,48,84,102,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,15,24,36,60,66,91.2,105.6,112.8,0,0,0,12,36,48,84,102,111,38.1,40.2,44.4,57,78,99,111.6,115.8,117.9,38.1,40.2,44.4,57,78,99,111.6,115.8,117.9,7.5,9,12,21,36,48,55.2,57.6,58.8,0,0,0,0,0,12,19.2,21.6,22.8,60.3,60.6,61.2,63,66,69,70.8,71.4,71.7,36.6,37.2,38.4,42,48,54,57.6,58.8,59.4,0.8,0.7,0.7,0.7
22DC405.01,Assault with Significant Bodily Injury,22DC405.01,Resisting Arrest,GOVERNMENT,63,0.4,93.7,< 25,0,0,0,0,0,< 25,< 25,93.7,< 25,0,0,< 25,< 25,0,< 25,0,0,50.8,74.6,15.9,< 20,0.2,> 75 ,0,0,0,0,0,0,0,0,> 75 ,< 25,0,> 75 ,0,0,0,0,0,< 50,< 50,< 25,< 50,0,0,1,1,1,1.6,4,6,23.4,101.7,140.9,0,0,0,0.2,1.5,6,23.4,101.7,140.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.6,4,6,23.4,101.7,140.9,0,0,0,0.2,1.5,6,23.4,101.7,140.9,6,6,6,6,6,49.5,127.8,153.9,166.9,1.4,1.8,2.5,4.8,6,49.5,127.8,153.9,166.9,1,1,1,1.1,1.2,1.4,1.4,1.5,1.5,0,0,0,0,0,0,0,0,0,1.1,1.2,1.3,1.8,2,3,4.8,5.4,5.7,0.1,0.2,0.3,0.8,1.5,3,4.8,5.4,5.7,0.6,0.4,0.6,0.4
22DC2803(a)(1),Burglary First Degree ,22DC2803,Carjacking,PERSON,< 20,---,> 75 ,< 25,0,0,0,0,0,0,0,> 75 ,< 25,0,< 25,0,0,0,0,0,0,> 75 ,< 75,50.0,< 20,---,> 75 ,0,0,0,0,0,0,0,0,> 75 ,0,0,> 75 ,< 25,0,0,0,0,> 75 ,< 50,< 50,< 50,---,0,0,0,0,0,18,60,93.6,100.8,104.4,0,0,0,0,0,54,93.6,100.8,104.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,72,96,102,105,0,0,0,0,12,69,96,102,105,84.6,85.2,86.4,90,96,102,105.6,106.8,107.4,84.6,85.2,86.4,90,96,102,105.6,106.8,107.4,0.9,1.8,3.6,9,18,27,32.4,34.2,35.1,0.6,1.2,2.4,6,12,18,21.6,22.8,23.4,0,0,0,0,0,9,14.4,16.2,17.1,0,0,0,0,0,0,0,0,0,---,---,---,---
22DC4504(b),Burglary Second Degree ,22DC4504(b),Possession of Firearm During Crime of Violence or Dangerous Crime,WEAPON,351,2.1,95.2,< 25,0,< 25,0,0,0,< 25,< 25,98.6,< 25,0,0,6.6,< 25,6.3,0,0,8.0,98.3,79.5,9.1,32,0.6,87.5,< 25,0,< 25,0,0,0,0,0,96.9,< 25,0,< 25,0,< 25,0,< 25,< 25,93.8,78.1,< 25,< 25,0,0,0,33,60,60,60,75,96,96,98.7,0,33,60,60,60,72,96,96,98.7,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,21,60,60,60,87,96,96,99.9,0,21,60,60,60,78,96,96,99.9,60,60,60,60,60,96,96,96,100.8,60,60,60,60,60,96,96,96,100.8,1.5,3,6,15,30,45,54,57,58.5,1.5,3,6,15,30,45,54,57,58.5,6,12,24,60,60,60,60,60,60,6,12,24,60,60,60,60,60,60,6.0,4.0,5.8,5.8
22DC722(a)(2)(B),Carjacking (Armed),22DC722,Obstructing Justice,GOVERNMENT,< 20,---,> 75 ,0,0,0,0,0,0,0,0,> 75 ,0,0,0,< 50,0,< 50,0,0,0,> 75 ,> 75 ,33.3,< 20,---,> 75 ,0,0,0,0,0,0,0,0,> 75 ,0,0,> 75 ,0,0,0,0,0,> 75 ,> 75 ,0,0,---,0,96,96,96,96,96,96,96,96,96,72,72,72,72,72,72,72,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,96,96,96,96,96,96,96,72,72,72,72,72,72,72,72,72,96,96,96,96,96,96,96,96,96,72,72,72,72,72,72,72,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---
22DC3223(d)(2),Carjacking (Unarmed),22DC3223(d),Credit Card Fraud,PROPERTY,< 20,---,< 75,< 50,0,0,0,0,0,0,0,> 75 ,0,0,0,0,0,0,0,0,0,> 75 ,> 75 ,33.3,< 20,---,> 75 ,0,0,0,0,0,0,0,0,> 75 ,0,0,0,0,0,0,0,0,> 75 ,> 75 ,0,0,---,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---
22DC3009.01,Carrying Dangerous Weapon  (Misdemeanor) (Pistol),22DC3009.01,First Degree Sexual Abuse of a Minor,PERSON,< 20,---,0,> 75 ,0,0,0,0,0,0,0,> 75 ,0,0,0,> 75 ,0,> 75 ,0,0,0,> 75 ,> 75 ,100.0,< 20,---,0,> 75 ,0,0,0,0,0,0,0,> 75 ,0,0,> 75 ,0,> 75 ,0,> 75 ,0,> 75 ,> 75 ,0,0,---,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---
22DC3009,Carrying Dangerous Weapon (Outside home or business) (Prior felony),22DC3009,Second Degree Child Sexual Abuse,PERSON,38,0.2,< 50,< 50,< 25,0,0,0,0,0,< 25,97.4,0,< 25,< 25,55.3,0,55.3,0,0,0,100.0,71.1,52.6,20,0.4,< 75,< 75,0,0,0,0,0,0,0,100.0,0,0,< 75,< 50,< 50,0,< 50,0,100.0,< 75,< 50,< 50,0,0,11.7,17.4,18,24,42,48,90,90,90,0,0,0,0,27,43.5,48,48,48,18.4,18.7,19.4,41,48,90,90,90,90,0,0,0,0,19,48,48,48,48,31.8,33.6,37.2,42,42,48,52.8,56.4,58.2,30,30,30,36,42,45,48,48,48,18,18,18,25.5,45,48,49.2,54.6,57.3,18,18,18,22.5,42,48,48,48,48,24,24,24,24,24,30,37.2,39.6,40.8,0,0,0,0,24,30,37.2,39.6,40.8,10.2,14.4,22.8,48,90,90,90,90,90,0,0,0,0,0,0,28.8,38.4,43.2,1.4,1.6,1.5,1.5
22DC3227.02-F,Carrying Dangerous Weapon (Pistol) (Outside home or business),22DC3227.02,Identity Theft,PROPERTY,< 20,---,> 75 ,0,0,< 25,0,0,0,0,0,> 75 ,< 25,0,0,0,0,0,0,0,0,> 75 ,> 75 ,66.7,< 20,---,> 75 ,0,0,< 50,0,0,0,0,0,> 75 ,< 50,0,> 75 ,0,0,0,0,0,> 75 ,> 75 ,0,< 50,---,0,24.9,25.8,27.6,33,36,51,78,87,91.5,6.4,8.8,13.6,28,36,51,78,87,91.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,25.8,27.6,33,36,51,78,87,91.5,6.4,8.8,13.6,28,36,51,78,87,91.5,36,36,36,36,36,66,84,90,93,36,36,36,36,36,66,84,90,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,4,4,4,4,4,4,4,4,4,---,---,---,---
22DC3212(a),Carrying Dangerous Weapon (Pistol) (Outside home or business),22DC3212,Theft,PROPERTY,55,0.3,81.8,< 25,0,0,0,0,0,0,< 25,87.3,< 25,< 25,< 25,< 25,0,< 25,0,0,0,40.0,74.5,21.8,< 20,0.2,> 75 ,< 25,0,0,0,0,0,0,0,> 75 ,< 25,0,> 75 ,< 25,0,0,0,0,< 25,< 25,< 75,< 50,0,0,0.2,0.4,1,5.1,10,21,67.8,82.8,89.4,0,0,0,0,0,2.9,65.2,82.8,89.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.7,6.5,13,27,74.4,85.2,90.6,0,0,0,0,0,3.2,74.4,85.2,90.6,72.6,73.2,74.4,78,84,90,93.6,94.8,95.4,72.6,73.2,74.4,78,84,90,93.6,94.8,95.4,0.1,0.2,0.4,1.2,4.2,10.5,15,16.5,17.2,0,0,0,0,0,0.4,1.5,2,2.3,6.2,6.3,6.6,7.5,11,18,25.2,27.6,28.8,0,0,0,0,0,1,2.8,3.4,3.7,0.5,0.5,0.5,0.5
22DC2801,Carrying Dangerous Weapon (Pistol) (Outside home or business),22DC2801,Robbery,PERSON,253,1.5,96.0,< 25,0,0,0,0,0,< 25,< 25,90.1,9.5,< 25,17.8,45.5,43.9,8.7,0,0,< 25,100.0,70.4,51.0,129,2.5,95.3,< 25,0,0,0,0,0,< 25,< 25,91.5,< 25,< 25,95.3,31.8,15.5,15.5,< 25,< 25,100.0,22.5,58.1,19.4,0,0,0,0,0,14,30,48,60,79.2,105.6,0,0,0,0,24,40,60,72,103.2,0,0,43.2,57,60,84,109.2,132,246,0,0,32.4,45,60,75,109.2,132,246,0,0,0,24,36,48,60,60,72,0,0,0,4.2,30,40,53,60,72,14.7,16.2,18,24,36,60,88.8,115.2,192,2,2.4,5.4,18,36,60,88.8,115.2,192,0,0,2.4,12,24,38,49.2,72,85.8,0,0,0,0,6,36,48,63.6,73.8,0,0,0,14,42,60,60,60,64.8,0,0,0,0,30,42,55.2,60,64.8,10.1,8.6,10.0,10.0
22DC3010.01,Carrying Dangerous Weapon (Pistol) (Prior Conviction),22DC3010.01,Misdemeanor Sexual Abuse of a Child or Minor,PERSON,24,0.1,< 75,< 50,0,0,0,0,0,0,< 25,95.8,0,< 25,0,< 25,0,< 25,0,0,0,< 25,> 75 ,54.2,< 20,0.3,< 75,< 50,0,0,0,0,0,0,0,> 75 ,0,0,< 75,0,< 25,0,< 25,0,< 50,< 25,< 75,< 25,0,0,1.8,3.6,6,6,6,6,9,77.4,128.7,0,0,0,0,0,1.5,5.4,7.2,8.1,9,9,9,9,9,9,9,9,9,0.2,0.4,0.9,2.2,4.5,6.8,8.1,8.5,8.8,1.5,3,6,6,6,6,6,93,136.5,0,0,0,0,0,1.2,3,4.5,5.2,6.1,6.2,6.3,6.8,7.5,8.2,8.7,8.8,8.9,6.1,6.2,6.3,6.8,7.5,8.2,8.7,8.8,8.9,6,6,6,6,6,6,40.8,110.4,145.2,0,0,0,0,0,1,1.8,2.4,2.7,0.2,0.4,0.9,2.2,4.5,6.8,8.1,8.5,8.8,0,0,0,0,0,0,0,0,0,0.1,0.5,0.1,0.1
22DC404.01(a)(2),Carrying Dangerous Weapon (Pistol) (Prior Conviction),22DC404.01,Aggravated Assault,PERSON,< 20,---,> 75 ,0,0,0,0,0,0,0,0,> 75 ,0,0,0,< 50,< 50,0,0,0,0,> 75 ,> 75 ,33.3,< 20,---,> 75 ,0,0,0,0,0,0,0,0,> 75 ,0,0,> 75 ,0,0,0,0,0,> 75 ,0,> 75 ,0,---,0,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---
22DC401-X,Carrying Dangerous Weapon (Rifle or Shotgun) (Outside home or business) ,22DC401,"Assault w/Intent to Kill, Rob, Commit Sexual Abuse",PERSON,26,0.2,92.3,< 25,0,0,0,0,0,0,0,88.5,< 25,0,< 25,< 75,< 50,< 25,0,0,0,100.0,< 75,42.3,< 20,0.2,> 75 ,0,0,0,0,0,0,0,0,> 75 ,0,0,> 75 ,0,< 50,< 50,0,0,> 75 ,< 50,< 50,< 50,0,0,0,0,0,24,42,54,72,72,72,0,0,0,12,36,54,72,72,72,48,48,48,48,60,72,72,72,72,48,48,48,48,60,72,72,72,72,0,0,0,12,24,39,49.2,54.6,57.3,0,0,0,0,24,33,45.6,52.8,56.4,48.9,49.8,51.6,57,66,72,72,72,72,48.9,49.8,51.6,57,66,72,72,72,72,24,24,24,24,24,30,33.6,34.8,35.4,1.2,2.4,4.8,12,24,30,33.6,34.8,35.4,0,0,0,0,21,43.5,46.2,47.1,47.6,0,0,0,0,15,34.5,42.6,45.3,46.6,1.1,0.8,1.1,1.0
22DC405(c),Carrying Dangerous Weapon (Rifle or Shotgun) (Outside home or business) ,22DC405,Assault On A Police Officer,PERSON,54,0.3,90.7,< 25,0,0,0,0,0,< 25,< 25,98.1,< 25,0,0,68.5,55.6,< 25,0,0,0,100.0,83.3,18.5,< 20,0.2,> 75 ,< 25,0,0,0,0,0,0,0,> 75 ,0,0,> 75 ,0,< 50,< 25,< 25,0,> 75 ,< 25,< 75,< 25,0,0,0,0,0,24,33,57,61.2,66.6,69.3,0,0,0,24,33,36.8,49.2,54.6,57.3,60,60,60,60,60,66,69.6,70.8,71.4,36,36.1,36.2,36.5,37,48.5,55.4,57.7,58.8,0,0,0,12,24,33,40.8,44.4,46.2,0,0,0,12,24,33,40.8,44.4,46.2,72,72,72,72,72,72,72,72,72,37,37,37,37,37,37,37,37,37,3.6,7.2,14.4,24,30,54,60,60,60,3.6,7.2,14.4,24,30,42,52.8,56.4,58.2,0.9,1.8,3.6,9,18,27,32.4,34.2,35.1,0.9,1.8,3.6,9,18,27,32.4,34.2,35.1,0.8,0.7,0.8,0.9
