Micro Citation,Micro Citation Name,Macro Citation,Macro Citation Name,Social Harm,# Charges (Grand Total),% All Charges (For Any Offense),% Charges by Race (Black),% Charges by Race (White),% Charges by Race (Hispanic),% Charges by Race (Asian),% Charges by Race (Native American),% Charges by Race (Native Hawiian or Pacific Islander),% Charges by Race (Other),% Charges by Race (Unknown),% Charges by Race (Missing Data),% Charges by Gender (Male),% Charges by Gender (Female),% Charges by Gender (Missing Data),% Charges Attempted,% Charges Enhanced (Any),% Charges Enhanced (Armed),% Charges Enhanced (not Armed),% Charges Diverted,% Charges Deferred,% Charges with Conspiracy Charge in Case,% Charges with a Crime of Violence in Case,% Charges with Conviction in Case for Any Charge,% Charges Resulting in Convictions,# Convictions (Grand Total),% All Convictions (For Any Offense),% Convictions by Race (Black),% Convictions by Race (White),% Convictions by Race (Hispanic),% Convictions by Race (Asian),% Convictions by Race (Native American),% Convictions by Race (Native Hawiian or Pacific Islander),% Convictions by Race (Other),% Convictions by Race (Unknown),% Convictions by Race (Missing Data),% Convictions by Gender (Male),% Convictions by Gender (Female),% Convictions by Gender (Missing Data),% Convictions by Guilty Plea,% Convictions Attempted,% Convictions Enhanced (Any),% Convictions Enhanced (Armed),% Convictions Enhanced (not Armed),% Convictions with Conspiracy Charge in Case,% Convictions with a Crime of Violence in Case,% Convictions to Serve Consecutively to Any Other Conviction by Defendant [in conviction group],% Convictions that are Only Conviction of Defendant in Conviction Group,% Convictions with more than one conviction of Defendant with No Consecutive Service in Conviction Group,% Convictions with Time Served Sentence,% Convictions with Life Sentence,(All) Total Months Sentenced to Confinement 0.025 quantile,(All) Total Months Sentenced to Confinement 0.05 quantile,(All) Total Months Sentenced to Confinement 0.1 quantile,(All) Total Months Sentenced to Confinement 0.25 quantile,(All) Total Months Sentenced to Confinement 0.5 quantile,(All) Total Months Sentenced to Confinement 0.75 quantile,(All) Total Months Sentenced to Confinement 0.9 quantile,(All) Total Months Sentenced to Confinement 0.95 quantile,(All) Total Months Sentenced to Confinement 0.975 quantile,(All) Total Months Actually to Serve 0.025 quantile,(All) Total Months Actually to Serve 0.05 quantile,(All) Total Months Actually to Serve 0.1 quantile,(All) Total Months Actually to Serve 0.25 quantile,(All) Total Months Actually to Serve 0.5 quantile,(All) Total Months Actually to Serve 0.75 quantile,(All) Total Months Actually to Serve 0.9 quantile,(All) Total Months Actually to Serve 0.95 quantile,(All) Total Months Actually to Serve 0.975 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.025 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.05 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.1 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.25 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.5 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.75 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.9 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.95 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0.975 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.025 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.05 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.1 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.25 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.5 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.75 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.9 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.95 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0.975 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.025 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.05 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.1 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.25 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.5 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.75 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.9 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.95 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0.975 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.025 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.05 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.1 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.25 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.5 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.75 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.9 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.95 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0.975 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.025 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.05 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.1 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.25 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.5 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.75 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.9 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.95 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0.975 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.025 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.05 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.1 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.25 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.5 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.75 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.9 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.95 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0.975 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.025 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.05 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.1 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.25 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.5 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.75 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.9 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.95 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0.975 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.025 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.05 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.1 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.25 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.5 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.75 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.9 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.95 quantile,(Only Conviction in Case) Total Months Actually to Serve 0.975 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.025 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.05 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.1 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.25 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.5 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.75 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.9 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.95 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0.975 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.025 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.05 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.1 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.25 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.5 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.75 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.9 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.95 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0.975 quantile,% Time to Serve for All Offenses,% Time Imposed for All Offenses,% Time to Serve Modulated to Account for Concurrent Sentences,% Time Imposed Modulated to Account for Concurrent Sentences
22DC2801,Robbery,22DC2801,Robbery,PERSON,253,1.50%,0.960474308,0.2,None,None,None,None,None,< 25%,< 25%,90.10%,9.50%,< 25%,17.80%,45.50%,43.90%,8.70%,None,None,< 25%,100.00%,70.40%,51.00%,129,2.50%,0.953,0.2,None,None,None,None,None,< 25%,< 25%,91.50%,< 25%,< 25%,95.30%,31.80%,15.50%,15.50%,< 25%,< 25%,100.00%,22.50%,58.10%,19.40%,None,None,0,0,0,14,30,48,60,79.2,105.6,0,0,0,0,24,40,60,72,103.2,0,0,43.2,57,60,84,109.2,132,246,0,0,32.4,45,60,75,109.2,132,246,0,0,0,24,36,48,60,60,72,0,0,0,4.2,30,40,53,60,72,14.7,16.2,18,24,36,60,88.8,115.2,192,2,2.4,5.4,18,36,60,88.8,115.2,192,0,0,2.4,12,24,38,49.2,72,85.8,0,0,0,0,6,36,48,63.6,73.8,0,0,0,14,42,60,60,60,64.8,0,0,0,0,30,42,55.2,60,64.8,10.10%,8.60%,10.00%,10.00%
48DC904.01(a)(1)-X,Controlled Substance Possession With Intent to Distribute,48DC904.01(a)(1)-X,Controlled Substance Possession With Intent to Distribute,DRUG,451,2.70%,0.944567627,0.2,None,0.2,None,None,None,< 25%,< 25%,94.90%,4.90%,< 25%,10.60%,20.80%,12.90%,8.40%,< 25%,None,None,100.00%,45.90%,23.30%,105,2.00%,0.99,0.2,None,None,None,None,None,None,None,98.10%,< 25%,None,93.30%,45.70%,< 25%,None,< 25%,None,100.00%,< 25%,67.60%,23.80%,< 25%,None,0,0,0,6,13.1,20,24,28,30.8,0,0,0,0,0,6,23.4,24,25.7,12.6,13.2,14.4,18,24,27,28.8,29.4,29.7,1.2,2.4,4.8,12,24,24,24,24,24,0,0,0.8,6,16,24,27.4,30.7,32,0,0,0,0,0,11.5,24,25.4,28,6,6,6,14,16,20,25.6,28.8,30.4,6,6,6,6,12,16,16.8,18.4,19.2,0,0,0,6,12,22,24,29,30.5,0,0,0,0,0,6,24,24,28,0,0.3,1.7,3,12,18,24,24,24.4,0,0,0,0,0,0,6,10.8,15.2,1.50%,2.60%,1.50%,1.50%
23DC1329(a),Contempt for Condition of Release Violation,23DC1329,Contempt for Condition of Release Violation,GOVERNMENT,266,1.60%,0.902255639,0.086,None,None,None,None,None,< 25%,None,83.50%,16.50%,None,None,None,None,None,< 25%,< 25%,None,< 25%,43.20%,33.50%,89,1.70%,0.933,0.2,None,None,None,None,None,None,None,82.00%,< 25%,None,89.90%,None,None,None,None,None,< 25%,< 25%,65.20%,27.00%,22.50%,None,0,0,0.2,0.7,1.5,3,6,6,6,0,0,0,0,0,0.2,2,3.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.7,1.5,3,6,6,6,0,0,0,0,0,0.2,2,3.6,6,1,1,1,2,6,6,6,6,6,0,0,0,0.5,1,6,6,6,6,0,0,0,0,0.5,1.9,3,3.1,5.1,0,0,0,0,0,0,1,2,2.4,0,0,0.3,0.9,1.5,3,3.7,5.7,6,0,0,0,0,0,0,0.1,1.7,2.4,0.10%,0.30%,0.10%,0.10%
22DC2802,Robbery (Attempt),22DC2801,Robbery,PERSON,88,0.50%,0.920454545,0.2,None,None,None,None,None,None,< 25%,93.20%,< 25%,None,None,< 25%,< 25%,< 25%,None,None,< 25%,100.00%,95.50%,84.10%,74,1.40%,0.905,0.2,None,None,None,None,None,None,< 25%,91.90%,< 25%,None,100.00%,None,< 25%,< 25%,None,None,100.00%,< 25%,56.80%,< 25%,None,None,0,6,6,12,14.5,22.8,24,24,32.7,0,0,0,0,3,13.5,22,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,6,6.2,12,15,23,24,24,32.8,0,0,0,0,3,14,22,24,24,12,12,12,16,24,24,24,27.6,31.8,3,3,3,3,12,18,24,27.6,31.8,6,6,6.3,12,14.5,21.8,24,24,31.8,0,0,0,0,3,17.2,22,23.9,24,0,0,3.6,7,12,15,20.4,24,24,0,0,0,0,0,0,7.2,10,12,1.50%,2.80%,1.50%,1.50%
48DC1103(a),Drug Paraphernalia Possession,48DC1103(a),Drug Paraphernalia Possession,DRUG,418,2.50%,0.909090909,0.077,None,0.2,None,None,None,< 25%,< 25%,87.80%,11.70%,< 25%,None,< 25%,None,< 25%,< 25%,< 25%,None,31.30%,57.70%,17.70%,74,1.40%,0.932,0.2,None,0.2,None,None,None,None,None,82.40%,< 25%,< 25%,93.20%,None,None,None,None,None,< 25%,< 25%,44.60%,48.60%,28.40%,None,0,0,0.2,0.5,1,1,1.5,3.4,4,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,1,1,1.5,3.4,4,0,0,0,0,0,0,0.5,1,1,0.6,0.6,0.7,1,1,1,1,1,1,0.6,0.6,0.7,1,1,1,1,1,1,0,0,0,0,0.5,0.7,1,1,1.4,0,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0.8,1,2.2,4,4.2,0,0,0,0,0,0,0,0,0.1,0.00%,0.10%,0.00%,0.00%
22DC801(b),Burglary Second Degree ,22DC801,Burglary,PROPERTY,114,0.70%,0.912280702,0.2,None,0.2,None,None,None,None,< 25%,96.50%,< 25%,< 25%,39.50%,< 25%,< 25%,< 25%,None,None,None,100.00%,78.10%,63.20%,72,1.40%,0.917,0.2,None,None,None,None,None,None,< 25%,97.20%,< 25%,< 25%,98.60%,58.30%,< 25%,< 25%,None,None,100.00%,< 25%,59.70%,< 25%,None,None,0,0,0,12,20,31.5,36,42,46,0,0,0,0,6,27.8,36,38.7,43.3,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,0,15,30,36,42,52.8,78,0,0,0,0,18,36,37.2,45.6,69.6,12,12,12,16.5,27,36,36,42,51,6,6,6,12,21,36,36,39,43.5,0,0,9.2,12,20,30,36,42,42,0,0,0,0,4,25.5,36,41.4,42,0,0,0,0,10,20,33.6,36,36,0,0,0,0,0,6,32.8,36,36,3.00%,3.00%,3.00%,3.00%
22DC4514,Possession of a Prohibited Weapon,22DC4514,Possession of a Prohibited Weapon,WEAPON,294,1.80%,0.846938776,0.122,None,0.2,None,None,None,< 25%,None,74.10%,25.90%,None,76.90%,None,None,None,< 25%,8.20%,None,None,41.20%,21.80%,64,1.20%,0.813,0.2,None,0.2,None,None,None,< 25%,None,82.80%,< 25%,None,75.00%,89.10%,None,None,None,None,None,< 25%,40.60%,53.10%,< 25%,None,0.2,0.4,0.5,1,2,3,6,6,6,0,0,0,0,0,0,1.1,2.2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.8,1.2,1.8,2,2.5,2.8,2.9,0,0,0,0.1,0.8,1.4,1.8,1.9,1.9,1.2,1.3,1.6,2.5,4,5.2,5.7,5.8,5.9,0.5,0.6,0.6,0.9,1.8,3.2,4.3,4.6,4.8,0,0,0,0.4,1,2.2,3,3,3,0,0,0,0,0,0,1.1,1.8,2.2,0,0,0,0.6,1.6,3.8,6,6,6,0,0,0,0,0,0,0,1,1.1,0.10%,0.20%,0.10%,0.10%
48DC904.01(a)(1)-Y,Controlled Substance Distribution,48DC904.01(a)(1)-Y,Controlled Substance Distribution,DRUG,273,1.60%,0.956043956,0.2,None,0.2,None,None,None,< 25%,< 25%,83.20%,16.80%,None,19.40%,9.90%,< 25%,8.80%,None,< 25%,None,100.00%,41.00%,23.40%,64,1.20%,0.953,0.2,None,None,None,None,None,< 25%,None,81.30%,< 25%,None,92.20%,75.00%,< 25%,None,< 25%,None,100.00%,None,79.70%,< 25%,None,None,0,0,0.2,6,12,18,24,24,24.4,0,0,0,0,0,1.5,16.2,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,3,12,24,24.5,26.2,28.1,0,0,0,0,0,6,13,21,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,12,18,24,24,24,0,0,0,0,0,6,20,23,24,1.1,1.9,3.6,6,12,18,23.2,24.4,24.7,0,0,0,0,0,0,4.8,6,6,0.60%,1.50%,0.60%,0.60%
22DC3213,Shoplifting,22DC3213,Shoplifting,PROPERTY,136,0.80%,0.882352941,0.2,None,None,None,None,None,< 25%,None,84.60%,15.40%,None,None,None,None,None,< 25%,< 25%,None,None,52.20%,44.90%,61,1.20%,0.885,0.2,None,None,None,None,None,< 25%,None,83.60%,< 25%,None,95.10%,None,None,None,None,None,None,< 25%,67.20%,< 50%,< 25%,None,0,0,0.1,0.3,0.7,1,2,3,3,0,0,0,0,0,0.3,0.9,1,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.7,1,2,3,3,0,0,0,0,0,0.3,0.9,1,1.8,0.4,0.5,0.5,0.7,1,1,1,1,1,0.4,0.4,0.4,0.4,0.5,0.8,0.9,1,1,0,0,0,0,0.3,1,1,2,2,0,0,0,0,0,0.2,0.5,1,1,0,0,0,0.3,0.7,2,3,3,3,0,0,0,0,0,0,0.4,1,2,0.00%,0.10%,0.00%,0.00%
22DC3006,Misdemeanor Sexual Abuse,22DC3006,Misdemeanor Sexual Abuse,PERSON,120,0.70%,0.766666667,0.217,None,0.2,None,None,None,None,< 25%,98.30%,< 25%,< 25%,< 25%,None,None,None,None,< 25%,None,< 25%,67.50%,45.00%,54,1.00%,0.87,0.2,None,None,None,None,None,None,None,98.10%,< 25%,None,75.90%,< 25%,None,None,None,None,< 25%,< 25%,66.70%,< 25%,None,None,0,0.7,1.3,3,6,6,6,6,6,0,0,0,0,1,3,4.4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.2,3,6,6,6,6,6,0,0,0,0,1,3,4.4,6,6,3.1,3.2,3.5,4,5,6,6,6,6,1.4,1.8,2.5,4,5,6,6,6,6,0.9,1,1.5,3,6,6,6,6,6,0,0,0,0,1,3,3,4.1,4.7,0,0,0.3,3,6,6,6,6,6,0,0,0,0,0,0,1.8,3.8,4.9,0.20%,0.50%,0.30%,0.20%
22DC404(a)(2),Assault with Significant Bodily Injury,22DC404(a)(2),Assault with Significant Bodily Injury,PERSON,89,0.50%,0.876404494,0.2,0.2,None,None,None,None,< 25%,None,87.60%,< 25%,None,None,< 25%,< 25%,< 25%,< 25%,None,< 25%,100.00%,79.80%,58.40%,52,1.00%,0.904,0.2,None,None,None,None,None,< 25%,None,90.40%,< 25%,None,76.90%,None,< 25%,< 25%,None,< 25%,100.00%,< 25%,57.70%,< 25%,None,None,0,0,0,12,18,24,30,44.6,64.4,0,0,0,0,6,22.5,30,44.6,64.4,18.8,19.5,21,24,28,53,63,64.5,65.2,3,6,12,24,28,53,63,64.5,65.2,0,0,0,12,18,24,24,30,31.8,0,0,0,0,5,17.5,24,30,31.8,7.5,9,12,21,24,46,66,66,66,7.5,9,12,21,24,46,66,66,66,0,0,1.8,12,18,24,24,27.3,30.6,0,0,0,0,2.2,15.5,24,27.3,30.6,0,0,0,0,12.2,18,24,24,24,0,0,0,0,0,5,12,18,21,1.90%,1.80%,1.90%,1.80%
23DC1327(a),Failure to Appear Before Court (Misdemeanor),23DC1327(a),Failure to Appear Before Court,GOVERNMENT,64,0.40%,0.90625,0.2,None,None,None,None,None,None,None,70.30%,< 50%,None,None,None,None,None,None,None,None,< 25%,79.70%,79.70%,51,1.00%,0.941,0.2,None,None,None,None,None,None,None,76.50%,< 25%,None,98.00%,None,None,None,None,None,< 25%,< 25%,64.70%,< 50%,None,None,0,0,0,3,3,3,6,6,6,0,0,0,0,0,0.5,3,3.5,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,6,6,0,0,0,0,0,0.5,3,3.5,4.8,3,3,3,3,3,4.5,5.4,5.7,5.8,3,3,3,3,3,4.5,5.4,5.7,5.8,0,0,0,3,3,3,3.9,6,6.6,0,0,0,0,0,0,3,3.4,4.2,0.7,1.4,2.4,3,3,4.5,6,6,6,0,0,0,0,0,0,1.8,3,3,0.10%,0.30%,0.10%,0.10%
16DC1005(g)-X,Violation of Protection Order (Civil),16DC1005(g),Violation of Protection Order,GOVERNMENT,59,0.40%,0.983050847,0.2,None,None,None,None,None,None,None,96.60%,< 25%,None,None,None,None,None,< 25%,None,None,81.40%,89.80%,81.40%,48,0.90%,0.979,0.2,None,None,None,None,None,None,None,97.90%,< 25%,None,< 25%,None,None,None,None,None,91.70%,81.30%,< 25%,< 25%,None,None,0.3,2,3.7,6,6,6,6,6,6,0,0,0,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2,3.7,6,6,6,6,6,6,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.6,1.7,1.8,2.4,3.2,4.1,4.6,4.8,4.9,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,5,6,6,6,0,0,0,0,0,0,0,0,0,0.70%,0.50%,0.70%,0.70%
22DC1211(a)(1)(C),Tampering with a Detection Device (Failure to Charge),22DC1211,Tampering with a Detection Device,GOVERNMENT,85,0.50%,0.952941176,0.2,None,None,None,None,None,None,None,89.40%,< 25%,None,None,None,None,None,None,None,None,< 25%,55.30%,50.60%,43,0.80%,1,None,None,None,None,None,None,None,None,88.40%,< 25%,None,95.30%,None,None,None,None,None,None,None,97.70%,< 25%,79.10%,None,0,0,0,0.2,1,1,38.4,109.2,144.6,0,0,0,0,0,0.2,12.8,36.4,48.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,1,38.4,109.2,144.6,0,0,0,0,0,0.2,12.8,36.4,48.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1,3,0,0,0,0,0,0,0,0,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.20%,0.30%,0.20%,0.20%
22DC2105-Y,Manslaughter (Voluntary),22DC2105,Manslaughter,PERSON,43,0.30%,0.930232558,0.2,None,0.2,None,None,None,None,None,95.30%,< 25%,None,None,< 50%,< 50%,< 25%,None,None,< 25%,100.00%,97.70%,97.70%,42,0.80%,0.929,0.2,None,0.2,None,None,None,None,None,95.20%,< 25%,None,97.60%,None,< 50%,< 50%,< 25%,< 25%,100.00%,< 25%,69.00%,< 25%,None,None,0,0,0,0,78,120,142.8,149.7,167.6,0,0,0,0,78,120,142.8,149.7,167.6,0,0,0,67.5,120,141,155.4,169.8,174.9,0,0,0,67.5,120,141,155.4,169.8,174.9,0,0,0,0,42,91.5,102,117.3,125.1,0,0,0,0,42,91.5,102,117.3,125.1,49.8,51.6,55.2,66,90,114,117.6,118.8,119.4,49.8,51.6,55.2,66,90,114,117.6,118.8,119.4,0,0,0,36,96,132,145.2,160.8,171.6,0,0,0,36,96,132,145.2,160.8,171.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30%,5.50%,8.70%,8.70%
22DC3215,Unauthorized Use of A Vehicle,22DC3215,Unauthorized Use of A Vehicle,PROPERTY,124,0.70%,0.911290323,0.2,None,None,None,None,None,None,None,92.70%,< 25%,None,27.40%,< 25%,None,< 25%,< 25%,< 25%,None,< 25%,46.80%,31.50%,39,0.80%,0.949,0.2,None,None,None,None,None,None,None,89.70%,< 25%,None,92.30%,< 50%,< 25%,None,< 25%,None,< 25%,< 25%,< 50%,< 50%,< 25%,None,0,0,0,2,6,17,20.6,25.8,36,0,0,0,0,0,6,20.6,24,24.9,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,9.5,14,18,25.2,36,36,0,0,0,0,3,18,24,24.6,30.3,1.9,2.8,4.5,12,18,19,26.2,31.1,33.6,1.4,1.7,2.4,5.2,14,19,26.2,31.1,33.6,0,0,0,1,3,6,14.4,19.2,21.6,0,0,0,0,0,0,10.8,19.2,21.6,0,0,0,1.9,9,14,19.4,25.6,30.8,0,0,0,0,0,0,15.8,21.4,22.7,0.60%,0.70%,0.60%,0.60%
22DC4514(b),Possession of a Prohibited Weapon,22DC4514,Possession of a Prohibited Weapon,WEAPON,58,0.40%,0.827586207,0.2,None,0.2,None,None,None,< 25%,None,77.60%,< 25%,None,46.60%,None,None,None,< 25%,None,None,< 50%,79.30%,63.80%,37,0.70%,0.865,0.2,None,0.2,None,None,None,< 25%,None,78.40%,< 25%,None,94.60%,< 50%,None,None,None,None,< 50%,< 25%,< 25%,73.00%,< 25%,None,0,0,0.3,2,4,6,8.1,12,12,0,0,0,0,0,1,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,12,12,12.1,0,0,0,0,0,1,3.2,4.2,5.1,0.1,0.2,0.5,1,2.5,5.5,6,6,6,0.1,0.2,0.5,1,1,3.2,5,5.5,5.8,0,0,0,0,1.5,3.8,5.1,5.5,5.8,0,0,0,0,0,1.5,4.2,5.1,5.5,0,0,0,2,4,6,10.2,12,12.1,0,0,0,0,0,0,2.4,3.7,4.7,0.10%,0.30%,0.10%,0.10%
48DC904.01(d)(2),Liquid PCP Possession,48DC904.01(d)(2),Liquid PCP Possession,DRUG,122,0.70%,0.959016393,0.2,None,None,None,None,None,< 25%,None,91.00%,< 25%,None,16.40%,< 25%,None,< 25%,None,None,None,45.90%,46.70%,30.30%,37,0.70%,0.946,0.2,None,None,None,None,None,None,None,91.90%,< 25%,None,91.90%,54.10%,None,None,None,None,< 50%,None,78.40%,< 25%,None,None,0,0,0,7,12,16,18.9,24,24,0,0,0,0,0,0,0,2,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,18,21.6,24,24,0,0,0,0,0,0,3,7.6,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,18,20.8,24,24,0,0,0,0,0,0,0,0.6,2.5,0.4,0.7,1.4,5,8,12.5,15.2,16.6,17.3,0,0,0,0,0,0,4.2,9.1,11.6,0.10%,0.80%,0.00%,0.00%
