Micro Citation,Micro Citation Name,Macro Citation,Macro Citation Name,Social Harm,# Charges (Grand Total),% All Charges (For Any Offense),% Charges by Race (Black),% Charges by Race (White),% Charges by Race (Hispanic),% Charges by Race (Asian),% Charges by Race (Native American),% Charges by Race (Native Hawiian or Pacific Islander),% Charges by Race (Other),% Charges by Race (Unknown),% Charges by Race (Missing Data),% Charges by Gender (Male),% Charges by Gender (Female),% Charges by Gender (Missing Data),% Charges Attempted,% Charges Enhanced (Any),% Charges Enhanced (Armed),% Charges Enhanced (not Armed),% Charges Diverted,% Charges Deferred,% Charges with Conspiracy Charge in Case,% Charges with a Crime of Violence in Case,% Charges with Conviction in Case for Any Charge,% Charges Resulting in Convictions,# Convictions (Grand Total),% All Convictions (For Any Offense),% Convictions by Race (Black),% Convictions by Race (White),% Convictions by Race (Hispanic),% Convictions by Race (Asian),% Convictions by Race (Native American),% Convictions by Race (Native Hawiian or Pacific Islander),% Convictions by Race (Other),% Convictions by Race (Unknown),% Convictions by Race (Missing Data),% Convictions by Gender (Male),% Convictions by Gender (Female),% Convictions by Gender (Missing Data),% Convictions by Guilty Plea,% Convictions Attempted,% Convictions Enhanced (Any),% Convictions Enhanced (Armed),% Convictions Enhanced (not Armed),% Convictions with Conspiracy Charge in Case,% Convictions with a Crime of Violence in Case,% Convictions to Serve Consecutively to Any Other Conviction by Defendant [in conviction group],% Convictions that are Only Conviction of Defendant in Conviction Group,% Convictions with more than one conviction of Defendant with No Consecutive Service in Conviction Group,% Convictions with Time Served Sentence,% Convictions with Life Sentence,(All) Total Months Sentenced to Confinement 0%.0%25 quantile,(All) Total Months Sentenced to Confinement 0%.0%5 quantile,(All) Total Months Sentenced to Confinement 0%.1 quantile,(All) Total Months Sentenced to Confinement 0%.25 quantile,(All) Total Months Sentenced to Confinement 0%.5 quantile,(All) Total Months Sentenced to Confinement 0%.75 quantile,(All) Total Months Sentenced to Confinement 0%.9 quantile,(All) Total Months Sentenced to Confinement 0%.95 quantile,(All) Total Months Sentenced to Confinement 0%.975 quantile,(All) Total Months Actually to Serve 0%.0%25 quantile,(All) Total Months Actually to Serve 0%.0%5 quantile,(All) Total Months Actually to Serve 0%.1 quantile,(All) Total Months Actually to Serve 0%.25 quantile,(All) Total Months Actually to Serve 0%.5 quantile,(All) Total Months Actually to Serve 0%.75 quantile,(All) Total Months Actually to Serve 0%.9 quantile,(All) Total Months Actually to Serve 0%.95 quantile,(All) Total Months Actually to Serve 0%.975 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.0%25 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.0%5 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.1 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.25 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.5 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.75 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.9 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.95 quantile,(Enhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.975 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.0%25 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.0%5 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.1 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.25 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.5 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.75 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.9 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.95 quantile,(Enhanced/Non-Attempt) Total Months Actually to Serve 0%.975 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.0%25 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.0%5 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.1 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.25 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.5 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.75 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.9 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.95 quantile,(Unenhanced/Non-Attempt) Total Months Sentenced to Confinement 0%.975 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.0%25 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.0%5 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.1 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.25 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.5 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.75 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.9 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.95 quantile,(Unenhanced/Non-Attempt) Total Months Actually to Serve 0%.975 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.0%25 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.0%5 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.1 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.25 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.5 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.75 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.9 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.95 quantile,(Has Consecutive Sentence in Case) Total Months Sentenced to Confinement 0%.975 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.0%25 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.0%5 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.1 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.25 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.5 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.75 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.9 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.95 quantile,(Has Consecutive Sentence in Case) Total Months Actually to Serve 0%.975 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.0%25 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.0%5 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.1 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.25 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.5 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.75 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.9 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.95 quantile,(Only Conviction in Case) Total Months Sentenced to Confinement 0%.975 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.0%25 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.0%5 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.1 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.25 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.5 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.75 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.9 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.95 quantile,(Only Conviction in Case) Total Months Actually to Serve 0%.975 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.0%25 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.0%5 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.1 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.25 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.5 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.75 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.9 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.95 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Sentenced to Confinement 0%.975 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.0%25 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.0%5 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.1 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.25 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.5 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.75 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.9 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.95 quantile,(> 1 Conviction and No Consecutive in Case) Total Months Actually to Serve 0%.975 quantile,% Time to Serve for All Offenses,% Time Imposed for All Offenses,% Time to Serve Modulated to Account for Concurrent Sentences,% Time Imposed Modulated to Account for Concurrent Sentences
22DC801(a),Assault with Intent to Commit Any Other Offense,22DC801,Burglary,PROPERTY,57,0.2,93.0,< 25,0,0,0,0,0,0,< 25,84.2,< 25,< 25,< 25,< 50,< 50,< 25,0,0,0,100.0,70.2,40.4,23,0.2,95.7,< 25,0,0,0,0,0,0,0,87.0,< 25,< 25,< 75,< 25,< 50,< 50,< 25,0,100.0,< 50,< 25,< 50,0,0,14.2,16.2,19.2,30,72,98,114,144.6,178.6,0,1.2,12,21,72,98,114,144.6,178.6,85.8,87.6,91.2,105,114,131,175.2,195.6,205.8,85.8,87.6,91.2,105,114,131,175.2,195.6,205.8,21,26,36,54,62,76,84,92,96,13,14,16,42,62,76,84,92,96,17.4,22.8,33.6,51.5,90,110.5,114,114,114,17.4,22.8,33.6,51.5,90,110.5,114,114,114,18.2,20.4,24.8,38,60,66,69.6,70.8,71.4,18.2,20.4,24.8,38,60,66,69.6,70.8,71.4,19.4,20.7,23.4,24,66,83,154.8,185.4,200.7,0,0,0,13.5,48,83,154.8,185.4,200.7,1.8,1.3,1.4,1.4
22DC404.01(a)(1),Assault With Intent to Commit First Degree Sexual Abuse,22DC404.01,Aggravated Assault,PERSON,110,0.4,85.5,< 25,0,0,0,0,0,0,< 25,90.9,< 25,< 25,< 25,56.4,55.5,< 25,0,0,< 25,100.0,60.9,47.3,52,0.5,86.5,< 25,0,0,0,0,0,0,< 25,92.3,< 25,< 25,65.4,< 25,59.6,59.6,0,< 25,100.0,44.2,38.5,< 25,0,0,14,14.6,18.6,36,61,96,119,132,140.7,0.3,3.8,14.1,36,61,96,119,132,140.7,48,48,60,72,90,108,132,138,153,48,48,60,72,90,108,132,138,153,8.3,15.5,18,24,33,47.5,60.6,62.6,64.3,0,0,0.8,19.5,33,47.5,60.6,62.6,64.3,10.4,18.6,26.4,41,62,81,108,118.8,125.4,3.8,7.8,26.4,41,62,81,108,118.8,125.4,14.5,15,17.7,28.5,51,82.5,96.4,101,110.5,0,0,12.6,27,51,82.5,96.4,101,110.5,16,18,22,60,108,132,151.2,165.6,172.8,16,18,22,60,108,132,151.2,165.6,172.8,3.9,2.8,4.2,4.2
22DC1101(a)-X,Assault with Intent to Commit Mayhem or with a Dangerous Weapon (Dangerous Weapon),22DC1101,Cruelty to Children,PERSON,< 20,---,> 75 ,0,0,0,0,0,0,0,0,0,> 75 ,0,0,0,0,0,0,0,0,> 75 ,> 75 ,100.0,< 20,---,> 75 ,0,0,0,0,0,0,0,0,0,> 75 ,0,0,0,0,0,0,0,> 75 ,> 75 ,0,0,---,0,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---
22DC404.01,Assault with Intent to Commit Mayhem or with a Dangerous Weapon (Mayhem),22DC404.01,Aggravated Assault,PERSON,< 20,---,> 75 ,0,0,0,0,0,0,0,< 25,> 75 ,0,0,0,< 75,< 75,0,0,0,0,> 75 ,< 75,50.0,< 20,---,> 75 ,0,0,0,0,0,0,0,0,> 75 ,0,0,< 75,0,> 75 ,> 75 ,0,0,> 75 ,< 50,< 75,< 50,---,0,50.7,53.4,58.8,75,102,120,120,120,120,50.7,53.4,58.8,75,102,120,120,120,120,85.8,87.6,91.2,102,120,120,120,120,120,85.8,87.6,91.2,102,120,120,120,120,120,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,84.9,85.8,87.6,93,102,111,116.4,118.2,119.1,84.9,85.8,87.6,93,102,111,116.4,118.2,119.1,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,---,---,---,---
22DC2801,Assault With Intent to Kill,22DC2801,Robbery,PERSON,445,1.6,91.0,4.9,0,0,0,0,0,< 25,< 25,94.4,< 25,< 25,23.4,39.6,38.7,< 25,0,0,< 25,100.0,69.4,58.9,262,2.5,90.8,< 25,0,0,0,0,0,< 25,< 25,94.3,< 25,< 25,88.9,36.6,26.7,26.3,< 25,< 25,100.0,43.9,36.6,19.5,< 25,0,5,6,10,19,24,48,72,108,108,0,0,0,6,24,48,60,84,96,21.8,36,36,48,60,94.5,108,108,108,15.8,27,36,48,60,70.5,93,108,108,14.9,18,24,24,30,40,54,60,69.1,0,0,1.8,18,24,36.5,54,60,69.1,6,6,12,24,36,63,108,108,108,4,6,6,18,30,60,81.6,91.8,108,0,4.5,8,14,24,31.5,49,60,67.5,0,0,0,0,14,27,48,54,60,6,8,12,24,24,46,60,72,90,0,0,0,8,24,46,60,72,90,8.2,7.1,8.3,8.2
22DC4504(b),"Assault With Intent to Kill, Rob, Commit Sexual Abuse (Robbery)",22DC4504(b),Possession of Firearm During Crime of Violence or Dangerous Crime,WEAPON,542,2.0,93.5,< 25,0,0,0,0,0,< 25,5.0,95.6,< 25,< 25,0,< 25,< 25,0,0,0,15.1,96.5,74.4,23.4,127,1.2,89.8,< 25,0,0,0,0,0,0,< 25,99.2,0,< 25,15.7,0,< 25,< 25,0,26.0,100.0,81.1,< 25,18.1,0,0,60,60,60,60,60,72,96,108,118.8,39.6,60,60,60,60,72,96,108,118.8,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,72,96,108,119,39,60,60,60,60,72,96,108,119,60,60,60,60,60,72,96,108,109.8,49.2,60,60,60,60,72,96,108,109.8,84,84,84,84,84,84,84,84,84,60,60,60,60,60,60,60,60,60,33,60,60,60,60,75,103.2,118.8,141.6,33,60,60,60,60,75,103.2,118.8,141.6,8.1,5.8,7.0,6.9
22DC722,Assault with Significant Bodily Injury,22DC722,Obstructing Justice,GOVERNMENT,121,0.4,89.3,< 25,0,0,0,0,0,< 25,< 25,90.1,< 25,0,< 25,0,0,0,0,0,19.8,42.1,81.8,30.6,37,0.4,81.1,0,0,0,0,0,0,0,< 25,97.3,< 25,0,< 25,< 25,0,0,0,< 50,67.6,83.8,< 25,< 25,0,0,3.2,29.5,36,36,60,72,84,96,126,0,1.9,33.6,36,60,72,84,96,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,36,36,36,60,72,84,97.5,127.5,2.1,23.1,36,36,60,72,84,97.5,127.5,27.6,36,36,36,60,72,84,87,97.5,27.6,36,36,36,60,72,84,87,97.5,5,6.6,9.9,19.7,36,108,151.2,165.6,172.8,0,0,0,0,0,90,144,162,171,48.6,49.2,50.4,54,60,60,60,60,60,30.9,31.8,33.6,39,48,54,57.6,58.8,59.4,1.3,1.0,1.4,1.4
22DC1806,Bribery of a Public Servant,22DC1806,Accessory to a Crime After the Fact,GENERAL,< 20,---,> 75 ,0,0,0,0,0,0,0,0,< 50,< 75,0,0,0,0,0,0,0,0,< 50,< 50,33.3,< 20,---,> 75 ,0,0,0,0,0,0,0,0,> 75 ,0,0,> 75 ,0,0,0,0,0,> 75 ,0,> 75 ,0,---,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---
22DC401-X,Burglary First Degree ,22DC401,"Assault w/Intent to Kill, Rob, Commit Sexual Abuse",PERSON,55,0.2,92.7,< 25,0,0,0,0,0,0,< 25,100.0,0,0,0,45.5,45.5,< 25,0,0,< 25,100.0,56.4,34.5,< 20,0.2,> 75 ,0,0,0,0,0,0,0,0,> 75 ,0,0,< 75,0,< 75,< 75,0,< 25,> 75 ,> 75 ,< 25,0,0,0,20.7,23.4,24,27,42,54,66,91.8,99.9,3.8,5.6,15.6,27,42,54,66,91.8,99.9,41.8,43.6,47.2,48,54,60,91.8,99.9,104,41.8,43.6,47.2,48,54,60,91.8,99.9,104,19.2,20.4,22.8,24,24,36,38.8,40.4,41.2,2.8,3.6,5.2,18,24,36,38.8,40.4,41.2,24,24,24,33,48,60,75,94.5,101.2,3.5,5,15,33,48,60,75,94.5,101.2,18.6,19.2,20.4,24,30,36,39.6,40.8,41.4,18.6,19.2,20.4,24,30,36,39.6,40.8,41.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.6,0.8,0.7
22DC3009,Burglary Second Degree ,22DC3009,Second Degree Child Sexual Abuse,PERSON,28,0.1,82.1,< 25,< 25,0,0,0,0,0,0,100.0,0,0,< 25,< 50,0,< 50,0,0,0,100.0,100.0,64.3,< 20,0.2,> 75 ,< 25,< 25,0,0,0,0,0,0,> 75 ,0,0,< 50,< 25,< 50,0,< 50,0,> 75 ,< 50,< 50,< 25,0,0,18,18,18,24,36,72,90,90,90,1.3,2.6,13.5,21,36,72,90,90,90,72,72,72,72,72,90,90,90,90,72,72,72,72,72,90,90,90,90,18,18,18,18,24,31.5,36,36,36,0.5,1,2.1,14.2,21,27,36,36,36,18,18,18,45,72,90,90,90,90,18,18,18,45,72,90,90,90,90,18.3,18.6,19.2,22,24,33,36,36,36,0.5,0.9,1.8,11.5,24,30,36,36,36,27.6,31.2,38.4,60,72,72,72,72,72,27.6,31.2,38.4,60,72,72,72,72,72,0.8,0.6,0.7,0.7
22DC3154(b),Burning One's Own Property with Intent to Defraud,22DC3154,Manufacture or Possession of a Weapon of Mass Destruction,WEAPON,< 20,---,0,> 75 ,0,0,0,0,0,0,0,> 75 ,0,0,0,0,0,0,0,0,> 75 ,> 75 ,> 75 ,100.0,< 20,---,0,> 75 ,0,0,0,0,0,0,0,> 75 ,0,0,> 75 ,0,0,0,0,> 75 ,> 75 ,0,0,> 75 ,---,0,84,84,84,84,84,84,84,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,84,84,84,84,84,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,84,84,84,84,84,84,84,0,0,0,0,0,0,0,0,0,---,---,---,---
22DC402-Y,Carjacking (Unarmed),22DC402,Assault with Intent to Commit Mayhem or with a Dangerous Weapon,PERSON,344,1.3,84.9,7.8,0,0,0,0,0,< 25,6.4,83.4,14.0,< 25,5.8,< 25,< 25,< 25,0,0,< 25,100.0,65.7,42.7,147,1.4,84.4,< 25,0,0,0,0,0,0,< 25,87.8,< 25,< 25,70.7,13.6,< 25,0,< 25,< 25,100.0,38.1,31.3,30.6,< 25,0,9.8,12,17,24,30,48,60,72,72,0,0,0,6,24,42,60,70.5,72,18.6,19.2,20.4,24,30,39,44.4,46.2,47.1,1.5,3,6,15,30,39,44.4,46.2,47.1,16.1,18,18,24,36,49,60,72,72,0,0,0,18,30,48,60,72,72,13.5,17.5,21,24.2,36,60,60,64.5,72,1.9,5.3,9,24,36,54.8,60,64.5,72,12,12,12,18,24,36,49,72,72,0,0,0,1.2,18,31.5,48,66,72,6,7.2,18,24,30,48,60,66,71.4,0,0,0,0,18,36,60,66,71.4,4.5,4.0,4.5,4.6
22DC405(c),Carrying Dangerous Weapon,22DC405,Assault On A Police Officer,PERSON,30,0.1,86.7,< 25,0,0,0,0,0,0,< 25,90.0,< 25,0,0,< 50,< 50,0,0,0,0,100.0,66.7,36.7,< 20,0.1,> 75 ,0,0,0,0,0,0,0,< 25,> 75 ,< 25,0,< 75,0,< 25,< 25,0,0,> 75 ,< 75,< 50,< 25,0,0,3.1,3.2,3.3,15,24,39,48,60,66,0.8,1.5,3,7.7,20,39,48,60,66,13.5,15,18,27,42,57,66,69,70.5,13.5,15,18,27,42,57,66,69,70.5,3.1,3.1,3.3,18,24,30,48,48,48,0.6,1.2,2.4,3.3,20,30,48,48,48,4.6,5.9,8.5,16,24,48,57.6,64.8,68.4,4.6,5.9,8.5,16,24,48,57.6,64.8,68.4,18.5,19,20,23,28,29,29.6,29.8,29.9,0.9,1.8,3.6,9,18,24,27.6,28.8,29.4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.3,0.2,0.3,0.3
22DC404.01(a)(2),Carrying Dangerous Weapon  (Misdemeanor) (Pistol),22DC404.01,Aggravated Assault,PERSON,< 20,---,> 75 ,0,0,0,0,0,0,0,0,> 75 ,< 50,0,0,< 50,< 50,0,0,0,0,> 75 ,< 50,25.0,< 20,---,> 75 ,0,0,0,0,0,0,0,0,> 75 ,0,0,> 75 ,0,0,0,0,0,> 75 ,> 75 ,0,0,---,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---
22DC2105-X,Carrying Dangerous Weapon (Misdemeanor),22DC2105,Manslaughter,PERSON,< 20,---,< 75,< 50,0,0,0,0,0,0,0,> 75 ,0,0,0,0,0,0,0,0,0,> 75 ,< 75,40.0,< 20,---,> 75 ,0,0,0,0,0,0,0,0,> 75 ,0,0,> 75 ,0,0,0,0,0,> 75 ,0,< 75,< 75,---,0,48.3,48.6,49.2,51,54,57,58.8,59.4,59.7,24.9,25.8,27.6,33,42,51,56.4,58.2,59.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3,48.6,49.2,51,54,57,58.8,59.4,59.7,24.9,25.8,27.6,33,42,51,56.4,58.2,59.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,24,24,24,24,24,24,24,24,24,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,---,---,---,---
48DC904.03a,Carrying Dangerous Weapon (Outside home or business),48DC904.03a,Maintaining Location for Manufacture or Distribution of Controlled Substances,DRUG,< 20,---,> 75 ,0,0,0,0,0,0,0,0,0,> 75 ,0,0,0,0,0,0,0,0,> 75 ,< 75,66.7,< 20,---,> 75 ,0,0,0,0,0,0,0,0,0,> 75 ,0,< 75,0,0,0,0,0,> 75 ,0,> 75 ,0,---,0,13.2,14.4,16.8,24,36,48,55.2,57.6,58.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,14.4,16.8,24,36,48,55.2,57.6,58.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,14.4,16.8,24,36,48,55.2,57.6,58.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---
22DC4503(a)(1),Carrying Dangerous Weapon (Pistol),22DC4503,Unlawful Possession of a Firearm,WEAPON,270,1.0,94.1,< 25,0,0,0,0,0,< 25,< 25,96.7,< 25,< 25,0,0,0,0,0,0,< 25,37.8,68.5,50.0,135,1.3,94.8,< 25,0,0,0,0,0,< 25,< 25,97.0,< 25,0,78.5,0,0,0,0,< 25,40.0,28.9,40.7,30.4,0,0,0,9.4,12,18,24,36,40,48,57.9,0,0.6,12,12,24,32,40,48,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,12,18,24,36,40,48,57.9,0,0.6,12,12,24,32,40,48,54,11.4,17.4,18,24,36,40,48,54.6,61.8,11.4,12,16.8,24,30,40,48,54.6,61.8,0,8.4,12,16.5,24,30,36,36,36,0,0,12,12,15,24,31.2,36,36,0,3.3,12,18,24,36,36,48,54,0,0,12,18,24,36,36,48,54,3.4,2.6,3.3,3.2
22DC401-V,Carrying Dangerous Weapon (Pistol) (Outside home or business),22DC401,"Assault w/Intent to Kill, Rob, Commit Sexual Abuse",PERSON,< 20,---,> 75 ,0,0,0,0,0,0,0,0,> 75 ,0,0,< 50,0,0,0,0,0,0,> 75 ,< 50,33.3,< 20,---,> 75 ,0,0,0,0,0,0,0,0,> 75 ,0,0,> 75 ,0,0,0,0,0,> 75 ,> 75 ,0,0,---,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,---,---,---
22DC301,Carrying Dangerous Weapon (Pistol) (Prior Conviction),22DC301,Arson,PROPERTY,< 20,---,< 75,0,0,0,0,0,0,0,< 50,< 50,< 75,0,< 25,0,0,0,0,0,0,> 75 ,< 75,42.9,< 20,---,< 75,0,0,0,0,0,0,0,< 50,< 75,< 50,0,> 75 ,< 50,0,0,0,0,> 75 ,0,< 75,< 50,---,0,1.2,2.4,4.8,12,24,36,43.2,45.6,46.8,1.2,2.4,4.8,12,24,36,43.2,45.6,46.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6,25.2,26.4,30,36,42,45.6,46.8,47.4,24.6,25.2,26.4,30,36,42,45.6,46.8,47.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.2,2.4,6,12,18,21.6,22.8,23.4,0.6,1.2,2.4,6,12,18,21.6,22.8,23.4,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,---,---,---,---
